Application ID,District Name,Gender,Residential Type,Specially Abled Type,Enterprise Type,Sector,IFSC Code,Application Date,Initiated Flag,Submitted Flag,Verified by BHD Flag,Verified by SBDU Flag,Approved by DLIC Flag,Bank Sanctioned Flag,Bank Disbursed Flag,Days_to_BHD_Verification,Days_to_SBDU_Verification,Days_to_DLIC_Approval,Days_to_Bank_Sanction,Days_to_Disbursement,Total_TAT_Days,Loan Amount (Mixed Units),Project Cost (Mixed Units),Applicant_Monthly_Income,Loan_Tenure_Months,Interest_Rate_%,EMI_Amount,EMI_to_Income_Ratio,Risk_Score,Credit_Eligibility_Score,Repayment_Status,Days_Overdue
5605,Kupwara,FEMALE,,,Nano Entrepreneur,Manufacturing,JKBK027223,,1,1,0,0,0,0,0,,56.0,48.0,18.0,17.0,,,4518k INR,17599.0,,9.17,,,75.0,0.7,ONTIME,75
5606,Samba,male ,Urban,,MSME Sunrise Sector,IT,JKBK079910,17/11/2021,1,1,1,0,0,0,0,24.0,61.0,54.0,,44.0,,₹2161234,$11648,30056.0,,9.56,,,59.0,0.91,On-time,0
5607,Shopian,male ,urban ,,Existing Enterprise,,JKBK063952,As on Feb 2026,1,1,1,1,1,0,0,6.0,85.0,25.0,17.0,7.0,140.0,₹3656039,619k INR,,36.0,9.31,,,6.0,0.5,Delayed,107
5608,Udhampur,,Rural,Multiple,Nano Entrepreneur,IT,JKBK057863,27/11/2026,1,1,0,1,1,1,0,13.0,44.0,31.0,115.0,,,$31328,₹941272,78188.0,,7.53,,,42.0,0.31,Delayed,0
5609,Shopian,Male,Urban,Locomotor,Existing Enterprise,Healthcare,JKBK039878,2022-06-02,1,1,0,1,1,1,1,17.0,63.0,35.0,14.0,10.0,139.0,,$26254,113191.0,48.0,8.19,37252.0,0.329,66.0,0.07,late,29
5610,Bandipora,Male,Urban,Locomotor,Existing enterprise,Services,JKBK042887,6-3-2022,1,1,1,1,1,0,0,,50.0,43.0,27.0,40.0,,$8016,4112017,100084.0,18.0,,,,61.0,0.47,Default,20
5611,Reasi,FEMALE,urban ,,Nano Entrepreneur,IT,JKBK026826,,1,1,0,1,1,0,0,34.0,68.0,52.0,20.0,29.0,203.0,₹4457730,,50724.0,36.0,11.36,,,85.0,0.13,Delayed,153
5612,Udhampur,Male,rural,NA,Existing Enterprise,Retail,JKBK035635,19/10/2023,1,1,0,1,1,0,0,,47.0,35.0,105.0,35.0,,,5313k INR,18503.0,12.0,8.01,,,80.0,0.81,ONTIME,0
5613,Ganderbal,Male,,Multiple,Nano Entrepreneur,Retail,JKBK018219,2022-05-17,1,1,0,1,1,1,0,5.0,39.0,37.0,31.0,3.0,115.0,$31636,$52743,,36.0,9.26,,,68.0,0.45,Delayed,0
5614,Kishtwar,Female,rural,Locomotor,Nano Entrepreneur,Healthcare,JKBK067956,24/7/2025,1,1,1,1,1,0,0,,26.0,23.0,82.0,29.0,,₹2014571,4985283,80050.0,,13.83,,,47.0,0.38,late,0
5615,Kathua,,rural,NA,Existing enterprise,Agri,JKBK085455,11/11/2025,1,1,0,0,0,0,0,20.0,43.0,40.0,14.0,26.0,143.0,4035k INR,₹2180493,70059.0,36.0,10.75,,,58.0,0.32,On-time,0
5616,Kulgam,male ,urban ,NA,,Retail,JKBK089577,2021-11-20,1,1,0,0,0,0,0,29.0,50.0,,79.0,14.0,,$48481,$26786,105368.0,18.0,11.42,,,89.0,0.14,On-time,0
5617,Kathua,,Rural,Multiple,Existing enterprise,Retail,JKBK080724,4-3-2024,1,1,1,1,1,1,1,28.0,87.0,22.0,61.0,8.0,206.0,$43998,478062,37445.0,24.0,11.38,6841.0,0.183,29.0,0.14,On-time,0
5617,Udhampur,Other,rural,Visual,nano entrepreneur,Services,JKBK071097,As on Feb 2026,1,0,0,1,1,1,1,2.0,,38.0,66.0,4.0,,1030799,$18538,31546.0,36.0,6.51,9899.0,0.314,27.0,0.24,On-time,0
5619,Kupwara,male ,Rural,,nano entrepreneur,Manufacturing,JKBK038182,,1,1,0,0,0,0,0,,,9.0,70.0,4.0,,₹1310395,,,48.0,8.2,,,34.0,0.94,Delayed,119
5620,Anantnag,,rural,NA,Existing enterprise,Manufacturing,JKBK054076,As on Feb 2026,1,1,0,1,1,0,0,6.0,30.0,30.0,93.0,12.0,171.0,2563970,,10787.0,18.0,10.47,,,15.0,0.43,late,0
5621,Pulwama,Other,urban ,,Existing Enterprise,Agri,JKBK045432,As on Feb 2026,1,1,1,1,1,0,0,36.0,36.0,56.0,41.0,14.0,183.0,1791k INR,2191283,44355.0,36.0,8.87,,,42.0,0.15,Delayed,0
5622,Jammu,male ,,Multiple,Existing Enterprise,Retail,JKBK011500,As on Feb 2026,1,1,0,1,0,0,0,15.0,67.0,56.0,79.0,3.0,220.0,,2751k INR,66323.0,24.0,9.28,,,83.0,0.48,late,0
5623,Bandipora,Male,urban ,,Nano Entrepreneur,IT,JKBK044515,15/10/2024,1,1,0,1,1,0,0,31.0,84.0,3.0,56.0,43.0,217.0,₹1104649,6302k INR,37105.0,,10.53,,,48.0,0.05,ONTIME,0
5624,Baramulla,male ,rural,,MSME Sunrise Sector,Services,JKBK027907,,1,1,0,1,1,0,0,20.0,57.0,9.0,22.0,3.0,111.0,$35229,,110768.0,24.0,12.0,,,27.0,0.18,Delayed,0
5625,Anantnag,Female,,NA,nano entrepreneur,Services,JKBK086347,,1,1,1,1,1,0,0,,9.0,10.0,46.0,43.0,,$44522,5156912,,60.0,13.77,,,70.0,0.31,ONTIME,34
5626,Bandipora,,rural,NA,MSME Sunrise Sector,,JKBK082933,,1,1,0,1,1,1,1,27.0,68.0,27.0,59.0,36.0,217.0,1067411,811958,86334.0,12.0,10.88,30034.0,0.348,58.0,0.13,Delayed,0
5627,Kishtwar,male ,rural,Visual,MSME Sunrise Sector,Retail,JKBK054644,16/3/2022,1,1,0,1,1,1,1,38.0,63.0,51.0,40.0,16.0,208.0,5498905,715k INR,91027.0,48.0,9.39,36090.0,0.396,69.0,0.86,late,0
5628,Kupwara,Other,Rural,Visual,Existing enterprise,Tourism,JKBK070817,2025-09-04,1,1,1,0,0,0,0,,41.0,32.0,72.0,7.0,,3521k INR,5558k INR,103302.0,48.0,6.98,,,,0.09,On-time,0
5629,Baramulla,,urban ,Visual,Nano Entrepreneur,,JKBK015811,As on Feb 2026,1,1,1,0,0,0,0,11.0,,28.0,84.0,40.0,,1425k INR,,97999.0,24.0,7.86,,,28.0,0.87,Delayed,0
5630,Reasi,male ,urban ,Hearing,Existing enterprise,Tourism,JKBK082933,,1,1,0,1,1,1,0,0.0,19.0,31.0,116.0,39.0,205.0,,₹1562365,68800.0,36.0,13.1,20823.0,0.303,97.0,0.91,Delayed,12
5631,Kupwara,Female,Urban,,Nano Entrepreneur,IT,JKBK048329,26/2/2023,1,1,0,0,0,0,0,17.0,,,52.0,21.0,,₹1951350,1898732,96866.0,12.0,9.2,,,83.0,0.14,On-time,0
5632,Bandipora,,rural,Visual,nano entrepreneur,Services,JKBK021016,23/3/2026,1,0,0,1,1,0,0,,,35.0,19.0,14.0,,595k INR,,77416.0,18.0,6.6,,,21.0,0.86,Default,0
5633,Baramulla,Female,Rural,None,MSME Sunrise Sector,Tourism,JKBK047140,,1,1,1,1,1,1,0,11.0,14.0,24.0,39.0,6.0,94.0,$6796,$37132,109475.0,12.0,12.34,29968.0,0.274,28.0,0.89,Default,0
5634,Samba,male ,Urban,NA,MSME Sunrise Sector,Services,JKBK048520,12-26-2021,1,1,1,1,1,0,0,,77.0,56.0,112.0,36.0,,₹1299606,3425k INR,116044.0,,10.19,,,24.0,0.59,On-time,0
5635,Udhampur,male ,,None,Existing enterprise,Retail,JKBK017531,As on Feb 2026,1,1,1,0,0,0,0,19.0,,14.0,101.0,16.0,,874k INR,,92396.0,18.0,8.21,,,72.0,0.63,late,0
5636,Kupwara,Female,Urban,Multiple,MSME Sunrise Sector,Retail,JKBK030952,5-21-2021,1,1,0,0,0,0,0,24.0,38.0,,112.0,42.0,,3153933,$30480,50796.0,48.0,12.74,,,1.0,0.77,ONTIME,0
5637,Srinagar,male ,,Locomotor,MSME Sunrise Sector,IT,JKBK032485,6-1-2023,1,1,0,0,0,0,0,37.0,69.0,48.0,23.0,33.0,210.0,,5757214,119531.0,18.0,13.77,,,11.0,0.9,On-time,0
5638,Srinagar,Other,rural,NA,MSME Sunrise Sector,Retail,JKBK019317,2025-08-15,1,1,0,0,0,0,0,22.0,70.0,59.0,116.0,30.0,297.0,,$44337,61605.0,18.0,11.29,,,98.0,0.71,On-time,0
5639,Udhampur,FEMALE,,NA,Nano Entrepreneur,Retail,JKBK098626,,1,1,0,1,0,0,0,30.0,,19.0,,27.0,,3871k INR,,,,7.49,,,96.0,0.16,ONTIME,24
5640,Jammu,male ,Urban,None,,Retail,JKBK069483,,1,1,0,1,1,0,0,29.0,42.0,49.0,89.0,17.0,226.0,₹2485171,1936k INR,87148.0,60.0,11.85,,,80.0,0.52,ONTIME,33
5641,Shopian,Other,rural,Hearing,nano entrepreneur,Manufacturing,JKBK087182,12-8-2021,1,1,1,1,1,1,0,15.0,,26.0,119.0,33.0,,₹4923129,$2041,97482.0,36.0,,,,41.0,0.75,,41
5642,Bandipora,Male,Urban,Hearing,,Agri,JKBK066766,9-16-2025,1,0,0,1,1,0,0,26.0,18.0,56.0,9.0,18.0,127.0,3300505,4405k INR,,12.0,6.55,,,74.0,0.05,late,0
5643,Jammu,Female,rural,None,Existing Enterprise,,JKBK086887,2024-09-22,1,1,0,1,1,0,0,25.0,88.0,57.0,22.0,22.0,214.0,2223k INR,$37277,110330.0,24.0,11.81,,,49.0,0.85,,0
5644,Ramban,FEMALE,rural,None,Existing enterprise,Agri,JKBK026095,,1,1,1,0,0,0,0,39.0,9.0,13.0,11.0,24.0,96.0,1910948,₹1536725,44033.0,60.0,8.36,,,18.0,0.68,Default,119
5645,Srinagar,Male,Rural,None,Existing Enterprise,Manufacturing,JKBK074896,As on Feb 2026,1,1,0,1,1,0,0,22.0,32.0,12.0,43.0,30.0,139.0,,,27390.0,60.0,12.79,,,82.0,0.47,Default,0
5646,Samba,,Rural,Visual,Existing enterprise,Healthcare,JKBK026826,10/8/2025,1,1,0,1,0,0,0,3.0,,14.0,110.0,43.0,,₹1577078,$28837,74602.0,,8.02,,,91.0,0.8,ONTIME,0
5647,Anantnag,male ,Urban,NA,Nano Entrepreneur,Manufacturing,JKBK048207,,1,1,0,1,1,0,0,34.0,44.0,33.0,78.0,4.0,193.0,,5807263,108386.0,48.0,,,,44.0,0.74,Delayed,0
5648,Poonch,Female,Urban,None,nano entrepreneur,,JKBK021016,2026-09-04,1,1,0,1,1,1,0,37.0,83.0,12.0,21.0,,,₹3891627,₹2213820,54910.0,,11.59,,,28.0,0.34,Delayed,0
5649,Rajouri,Female,urban ,None,Nano Entrepreneur,,JKBK029949,2024-02-06,1,1,0,1,1,1,0,29.0,21.0,42.0,45.0,10.0,147.0,,₹2077564,89108.0,36.0,6.55,33194.0,0.373,55.0,0.87,Default,0
5650,Ramban,Female,Urban,Hearing,nano entrepreneur,Healthcare,JKBK089681,9-22-2023,1,1,1,1,1,0,0,14.0,26.0,,79.0,42.0,,$38487,1842926,63237.0,36.0,8.0,,,17.0,0.71,late,0
5651,Anantnag,FEMALE,urban ,Locomotor,Existing Enterprise,Services,JKBK071310,17/1/2022,1,1,1,1,1,0,0,39.0,38.0,16.0,27.0,32.0,152.0,₹4568565,5665k INR,59348.0,36.0,7.09,,,65.0,0.33,,0
5652,Baramulla,FEMALE,,Hearing,Nano Entrepreneur,Agri,JKBK027962,As on Feb 2026,1,1,0,1,1,0,0,,22.0,45.0,65.0,39.0,,4054k INR,₹4933105,43273.0,24.0,9.61,,,64.0,0.55,Delayed,0
5653,Kathua,Male,rural,Locomotor,MSME Sunrise Sector,Healthcare,JKBK050046,,1,1,0,1,1,0,0,,17.0,32.0,52.0,31.0,,₹4047496,$9088,23082.0,60.0,13.78,,,81.0,0.3,ONTIME,0
5654,Bandipora,Other,rural,None,nano entrepreneur,Tourism,JKBK093764,4-24-2021,1,1,1,1,1,0,0,9.0,8.0,50.0,34.0,32.0,133.0,₹1601800,777k INR,47783.0,,7.6,,,28.0,0.82,ONTIME,0
5655,Reasi,Other,Rural,None,,Tourism,JKBK026267,As on Feb 2026,1,1,1,1,0,0,0,7.0,13.0,50.0,53.0,25.0,148.0,,2674115,,,11.61,,,23.0,0.07,Default,21
5656,Shopian,Female,Rural,Locomotor,nano entrepreneur,Retail,JKBK069483,2021-09-28,1,1,1,0,0,0,0,19.0,84.0,6.0,80.0,10.0,199.0,$44718,$2310,50600.0,12.0,14.15,,,66.0,0.86,late,0
5657,Budgam,,Urban,NA,Existing enterprise,Agri,JKBK037553,2024-11-03,1,1,1,1,1,1,1,21.0,13.0,47.0,27.0,23.0,131.0,783128,$57605,48423.0,,12.79,,,71.0,0.46,late,0
5658,Budgam,,Rural,Visual,Nano Entrepreneur,,JKBK032570,5-12-2026,1,1,1,1,1,1,1,19.0,43.0,48.0,7.0,43.0,160.0,2058k INR,1734822,94204.0,60.0,9.03,39157.0,0.416,96.0,0.55,On-time,153
5659,Kupwara,,Urban,NA,MSME Sunrise Sector,,JKBK082933,,1,0,0,0,0,0,0,21.0,36.0,45.0,115.0,42.0,259.0,5694870,,59130.0,60.0,10.46,,,,0.94,Default,102
5660,Kishtwar,Male,urban ,Locomotor,Nano Entrepreneur,Retail,JKBK037043,,1,1,0,1,1,0,0,31.0,56.0,41.0,49.0,21.0,198.0,5536805,₹6146098,20728.0,18.0,11.45,,,56.0,0.07,On-time,0
5661,Ramban,Male,urban ,Locomotor,Existing Enterprise,Services,JKBK043800,2023-04-28,1,1,0,1,1,1,0,12.0,88.0,49.0,98.0,20.0,267.0,$36623,,92715.0,12.0,12.83,17359.0,0.187,,0.25,,0
5662,Baramulla,Male,urban ,,nano entrepreneur,Manufacturing,JKBK092433,As on Feb 2026,1,1,1,1,1,0,0,5.0,72.0,39.0,88.0,13.0,217.0,$3846,₹669398,32197.0,24.0,11.63,,,95.0,0.89,late,0
5663,Kulgam,FEMALE,rural,NA,nano entrepreneur,Retail,JKBK080949,5-19-2024,1,1,0,1,1,1,1,13.0,79.0,,82.0,38.0,,3224k INR,₹5363534,19304.0,,13.92,,,49.0,0.34,,0
5664,Jammu,male ,Urban,NA,Nano Entrepreneur,Tourism,JKBK083305,As on Feb 2026,1,0,1,1,1,0,0,13.0,,47.0,19.0,,,1854k INR,₹1847947,37481.0,36.0,7.6,,,89.0,0.63,late,0
5665,Shopian,male ,urban ,None,nano entrepreneur,IT,JKBK030383,13/9/2024,1,1,0,1,1,1,1,35.0,15.0,27.0,40.0,4.0,121.0,₹2051846,,42704.0,18.0,10.31,18059.0,0.423,19.0,0.85,On-time,35
5666,Reasi,,,None,Nano Entrepreneur,IT,JKBK017865,As on Feb 2026,1,1,1,0,0,0,0,19.0,79.0,29.0,119.0,45.0,291.0,4197k INR,$31200,101790.0,12.0,7.86,,,73.0,0.99,,0
5667,Rajouri,Other,,Locomotor,MSME Sunrise Sector,Retail,JKBK089681,11/7/2025,1,1,0,0,0,0,0,8.0,75.0,,116.0,,,₹4627015,3439k INR,91554.0,12.0,12.94,,,86.0,0.42,ONTIME,0
5668,Poonch,Other,rural,NA,Existing enterprise,Agri,JKBK066239,As on Feb 2026,1,1,0,1,1,0,0,24.0,69.0,59.0,98.0,39.0,289.0,1872k INR,1391603,71067.0,18.0,8.6,,,5.0,0.82,On-time,35
5669,Doda,,,Hearing,nano entrepreneur,Retail,JKBK012483,9/7/2021,1,1,0,1,1,0,0,29.0,15.0,5.0,73.0,40.0,162.0,2812k INR,2136363,,12.0,13.38,,,39.0,0.53,Default,0
5670,Budgam,Other,,Locomotor,,IT,JKBK016185,2021-07-10,1,1,1,1,0,0,0,35.0,27.0,,71.0,16.0,,₹4671321,,119105.0,48.0,7.31,,,,0.95,Default,0
5671,Anantnag,Other,rural,Visual,nano entrepreneur,,JKBK012264,2021-10-07,1,1,0,1,1,1,0,38.0,77.0,,,38.0,,1593k INR,2039k INR,13360.0,12.0,11.04,3707.0,0.277,23.0,0.01,Delayed,163
5672,Baramulla,Female,,None,Existing enterprise,Agri,JKBK079804,16/2/2025,1,1,0,1,1,1,1,18.0,7.0,14.0,114.0,37.0,190.0,₹4258919,,,12.0,9.08,,,,0.88,Default,128
5673,Ganderbal,Other,,Locomotor,Nano Entrepreneur,Agri,JKBK039783,24/8/2021,1,1,1,1,1,1,1,18.0,22.0,57.0,80.0,8.0,185.0,$18299,5558272,73240.0,12.0,10.33,32453.0,0.443,87.0,0.13,Delayed,0
5674,Ganderbal,Female,Rural,,nano entrepreneur,,JKBK047140,As on Feb 2026,1,1,0,1,1,0,0,9.0,40.0,30.0,117.0,32.0,228.0,$2937,4321k INR,92427.0,36.0,8.64,,,18.0,0.48,Default,0
5675,Pulwama,male ,Urban,Visual,MSME Sunrise Sector,,JKBK025453,26/1/2026,1,1,0,1,0,0,0,,80.0,53.0,114.0,8.0,,$37863,$15770,82807.0,18.0,11.92,,,65.0,0.73,Delayed,128
5676,Bandipora,male ,,Hearing,Existing Enterprise,,JKBK039888,19/7/2026,1,1,1,1,1,0,0,5.0,52.0,52.0,45.0,27.0,181.0,$23064,₹1775818,50144.0,,10.94,,,35.0,0.76,late,0
5677,Anantnag,Female,urban ,Visual,,Manufacturing,JKBK059796,23/9/2022,1,1,0,1,1,0,0,37.0,73.0,43.0,20.0,6.0,179.0,₹2795982,,70765.0,24.0,9.5,,,20.0,0.58,,0
5678,Kathua,male ,rural,,MSME Sunrise Sector,Manufacturing,JKBK021016,As on Feb 2026,1,1,1,1,1,0,0,9.0,16.0,9.0,86.0,34.0,154.0,,4661k INR,41159.0,18.0,8.28,,,26.0,0.88,,95
5679,Reasi,male ,Urban,NA,,Tourism,JKBK045023,27/11/2021,1,1,0,1,1,0,0,,87.0,59.0,96.0,5.0,,$14042,1365k INR,15767.0,12.0,8.35,,,29.0,0.56,Default,41
5680,Ramban,Male,Rural,Locomotor,Existing Enterprise,IT,JKBK079910,,1,0,0,1,0,0,0,16.0,7.0,40.0,85.0,23.0,171.0,,$10786,105770.0,36.0,13.97,,,,0.88,,0
5681,Srinagar,Other,Rural,Locomotor,Existing enterprise,Agri,JKBK042887,,1,1,1,0,0,0,0,17.0,62.0,,39.0,15.0,,2903k INR,1707395,,12.0,12.0,,,72.0,0.32,ONTIME,0
5682,Ramban,male ,,,nano entrepreneur,Retail,JKBK025091,8-18-2022,1,1,1,0,0,0,0,7.0,7.0,51.0,,2.0,,₹1590552,,49265.0,18.0,10.02,,,47.0,0.17,Delayed,124
5683,Ganderbal,,urban ,Hearing,,Services,JKBK012835,,1,1,0,0,0,0,0,0.0,5.0,11.0,116.0,31.0,163.0,,$53143,34512.0,,9.82,,,80.0,0.03,ONTIME,0
5684,Budgam,male ,Rural,None,Existing enterprise,Retail,JKBK074896,As on Feb 2026,1,1,1,1,1,1,1,36.0,75.0,26.0,76.0,,,,2098994,59057.0,18.0,,,,11.0,0.46,On-time,0
5685,Kathua,Female,,,Existing enterprise,Retail,JKBK056907,,1,1,1,1,0,0,0,16.0,,42.0,89.0,15.0,,,,63223.0,24.0,8.25,,,45.0,0.52,,0
5686,Jammu,Male,,Multiple,Nano Entrepreneur,Retail,JKBK023004,,1,1,1,0,0,0,0,3.0,73.0,7.0,49.0,26.0,158.0,$20130,,25423.0,48.0,9.98,,,79.0,0.18,Default,0
5687,Anantnag,Female,urban ,NA,Existing Enterprise,Healthcare,JKBK024294,7/12/2025,1,1,0,1,1,0,0,0.0,46.0,40.0,30.0,2.0,118.0,4741059,$38278,38468.0,12.0,8.06,,,33.0,0.03,,0
5688,Srinagar,Female,rural,Multiple,Existing enterprise,Agri,JKBK013840,,1,1,1,1,0,0,0,9.0,6.0,31.0,54.0,33.0,133.0,$34938,3819k INR,48724.0,24.0,7.97,,,2.0,0.03,ONTIME,0
5689,Kulgam,Other,rural,Visual,Nano Entrepreneur,Services,JKBK017531,,1,1,0,0,0,0,0,39.0,13.0,,,24.0,,417k INR,₹449835,60920.0,60.0,7.98,,,34.0,0.05,Delayed,5
5690,Pulwama,Other,Rural,,Existing Enterprise,Services,JKBK027436,1-1-2025,1,1,1,1,1,1,1,5.0,49.0,48.0,32.0,15.0,149.0,2982085,,96048.0,60.0,9.05,36571.0,0.381,54.0,0.91,On-time,152
5691,Pulwama,Female,rural,None,Nano Entrepreneur,Services,JKBK077049,2021-12-26,1,1,0,1,1,1,1,17.0,61.0,6.0,74.0,,,$43947,1036k INR,27153.0,24.0,12.63,9392.0,0.346,63.0,0.91,late,0
5692,Poonch,FEMALE,Rural,Visual,Existing Enterprise,Services,JKBK079688,20/4/2021,1,1,0,0,0,0,0,3.0,28.0,10.0,34.0,16.0,91.0,₹447989,₹4868248,117598.0,12.0,13.66,,,24.0,0.86,late,0
5693,Ramban,Male,Urban,None,Existing Enterprise,Healthcare,JKBK070179,5-25-2024,1,1,1,0,0,0,0,0.0,40.0,38.0,35.0,2.0,115.0,2068555,,108134.0,12.0,12.32,,,93.0,0.36,late,0
5694,Doda,male ,urban ,,nano entrepreneur,,JKBK082830,,1,1,0,0,0,0,0,30.0,,4.0,99.0,12.0,,₹1784763,6383k INR,11898.0,12.0,13.65,,,58.0,0.53,ONTIME,6
5695,Pulwama,Male,Rural,Multiple,Nano Entrepreneur,Healthcare,JKBK028987,11/12/2024,1,1,0,0,0,0,0,1.0,47.0,8.0,52.0,,,2907k INR,₹4184524,106591.0,18.0,10.86,,,60.0,0.88,,0
5696,Kupwara,,,None,,IT,JKBK022737,,1,1,1,1,1,1,1,,51.0,39.0,71.0,19.0,,,,89869.0,12.0,11.1,35956.0,0.4,69.0,0.99,late,0
5697,Srinagar,Female,rural,Hearing,Nano Entrepreneur,Healthcare,JKBK047327,,1,1,1,1,1,0,0,31.0,88.0,40.0,99.0,30.0,288.0,,2538k INR,,48.0,6.57,,,15.0,0.12,On-time,0
5698,Kathua,,,None,Nano Entrepreneur,Healthcare,JKBK066152,11/8/2022,1,1,0,1,1,0,0,9.0,18.0,51.0,20.0,24.0,122.0,1116k INR,$47403,,48.0,7.45,,,53.0,0.59,ONTIME,0
5699,Rajouri,Other,Urban,Hearing,Existing Enterprise,Tourism,JKBK025091,2021-03-06,1,1,0,1,1,1,1,15.0,37.0,59.0,109.0,13.0,233.0,2145k INR,2053k INR,78510.0,36.0,11.25,22204.0,0.283,94.0,0.61,Default,0
5700,Kulgam,male ,rural,NA,Nano Entrepreneur,Services,JKBK048383,As on Feb 2026,1,1,0,1,1,0,0,6.0,14.0,27.0,114.0,17.0,178.0,$48891,1682700,92369.0,,11.08,,,41.0,0.82,ONTIME,0
5701,Srinagar,Other,Rural,Visual,nano entrepreneur,Tourism,JKBK032713,,1,1,0,0,0,0,0,29.0,39.0,41.0,27.0,35.0,171.0,,3861650,117063.0,60.0,11.12,,,90.0,0.4,,0
5702,Kishtwar,,Rural,None,Nano Entrepreneur,Tourism,JKBK074896,As on Feb 2026,1,1,1,1,0,0,0,28.0,7.0,7.0,75.0,39.0,156.0,$22670,,95337.0,12.0,7.98,,,64.0,0.74,ONTIME,0
5703,Ganderbal,FEMALE,,Locomotor,Existing enterprise,,JKBK013840,9/8/2024,1,1,1,1,1,1,1,3.0,30.0,34.0,13.0,33.0,113.0,,$59983,40482.0,12.0,9.09,13617.0,0.336,8.0,0.65,late,0
5704,Ganderbal,Other,rural,NA,Existing enterprise,Tourism,JKBK031173,2021-11-18,1,1,0,0,0,0,0,7.0,64.0,47.0,39.0,29.0,186.0,₹3870600,,26914.0,18.0,6.66,,,,0.65,late,0
5705,Bandipora,Female,Urban,Hearing,nano entrepreneur,Manufacturing,JKBK049533,9-26-2021,1,1,0,0,0,0,0,26.0,8.0,3.0,116.0,8.0,161.0,₹4573541,5587180,37878.0,,14.4,,,91.0,0.07,Default,0
5706,Budgam,Male,Rural,Visual,,Retail,JKBK066668,,1,1,0,0,0,0,0,35.0,60.0,,76.0,23.0,,$30070,5048k INR,71143.0,24.0,10.48,,,39.0,0.97,On-time,0
5707,Kathua,Other,,Hearing,nano entrepreneur,Services,JKBK011785,17/2/2025,1,0,0,1,1,0,0,,86.0,,79.0,23.0,,1828k INR,$55476,81640.0,48.0,14.32,,,65.0,0.76,On-time,142
5708,Baramulla,male ,Urban,,,IT,JKBK065875,9/9/2024,1,1,0,0,0,0,0,9.0,66.0,,,41.0,,₹2848212,735452,26120.0,36.0,,,,26.0,0.69,Delayed,0
5709,Kishtwar,Male,Urban,None,MSME Sunrise Sector,,JKBK062055,As on Feb 2026,1,1,0,0,0,0,0,16.0,31.0,5.0,23.0,2.0,77.0,,₹1961281,10366.0,60.0,14.09,,,8.0,0.4,,0
5710,Doda,Male,Urban,Locomotor,,,JKBK044255,,1,1,0,1,1,1,0,38.0,71.0,14.0,15.0,9.0,147.0,4260429,₹5940718,104485.0,18.0,13.16,28301.0,0.271,44.0,0.06,late,0
5711,Jammu,Female,Urban,Visual,Nano Entrepreneur,IT,JKBK044515,2022-07-18,1,1,0,1,1,1,1,2.0,79.0,59.0,50.0,39.0,229.0,$44857,2717k INR,25810.0,,8.56,,,,0.44,Default,0
5712,Poonch,,Urban,Hearing,nano entrepreneur,Retail,JKBK035635,,1,1,0,1,1,0,0,17.0,52.0,43.0,120.0,8.0,240.0,,3681995,105633.0,24.0,7.33,,,20.0,0.48,Default,0
5713,Pulwama,Other,Urban,Hearing,Nano Entrepreneur,Tourism,JKBK091328,4-25-2022,1,1,1,1,1,0,0,6.0,37.0,36.0,,19.0,,,₹2948284,,,9.02,,,77.0,0.51,ONTIME,141
5714,Doda,male ,Rural,Hearing,nano entrepreneur,Services,JKBK068857,7-10-2022,1,1,1,1,1,0,0,18.0,27.0,,117.0,42.0,,₹1493745,825119,28243.0,48.0,13.42,,,96.0,0.6,Delayed,0
5715,Poonch,Other,rural,Hearing,,Healthcare,JKBK048520,As on Feb 2026,1,1,0,1,1,1,1,21.0,67.0,33.0,111.0,12.0,244.0,4649k INR,6863093,,36.0,10.69,,,85.0,0.94,Default,0
5716,Poonch,Other,,NA,MSME Sunrise Sector,Healthcare,JKBK061541,2022-07-14,1,1,0,1,1,1,1,,82.0,46.0,109.0,14.0,,$43626,,113885.0,48.0,13.18,20334.0,0.179,91.0,0.95,late,0
5717,Udhampur,Other,Rural,Hearing,Existing Enterprise,Retail,JKBK054843,As on Feb 2026,1,1,0,1,1,1,1,15.0,67.0,15.0,96.0,12.0,205.0,,₹2853433,36831.0,18.0,13.75,14863.0,0.404,41.0,,Default,0
5718,Bandipora,,Urban,Locomotor,nano entrepreneur,,JKBK056907,10-23-2023,1,1,0,1,1,1,0,2.0,39.0,47.0,108.0,38.0,234.0,476656,5970276,115385.0,18.0,7.41,26475.0,0.229,,0.63,Delayed,0
5719,Jammu,,Rural,None,nano entrepreneur,Healthcare,JKBK074677,2023-03-10,1,1,0,1,1,0,0,27.0,86.0,,95.0,17.0,,2816k INR,,99103.0,36.0,9.9,,,56.0,,late,0
5720,Kulgam,,urban ,Locomotor,MSME Sunrise Sector,Healthcare,JKBK039783,2025-03-14,1,1,1,1,1,1,1,32.0,72.0,50.0,59.0,,,3327450,3886k INR,28392.0,48.0,12.28,7660.0,0.27,92.0,0.7,On-time,0
5721,Reasi,,urban ,None,MSME Sunrise Sector,IT,JKBK093764,2021-06-26,1,1,0,1,1,1,1,37.0,80.0,52.0,75.0,24.0,268.0,₹931044,$24503,,18.0,8.0,,,90.0,0.91,ONTIME,25
