Application ID,Cleaned District Name,Gender,Cleaned Gender,Residential Type,Cleaned Residential Type,Specially Abled Type,Cleaned Specially Abled Type,Enterprise Type,Cleaned Enterprise Type,Sector,Cleaned Sector,IFSC Code,Application Date,Cleaned Application Date,Initiated Flag,Submitted Flag,Verified by BHD Flag,Verified by SBDU Flag,Approved by DLIC Flag,Bank Sanctioned Flag,Bank Disbursed Flag,Days_to_BHD_Verification,Cleaned Days_to_BHD_Verification,Days_to_SBDU_Verification,Cleaned Days_to_SBDU_Verification,Days_to_DLIC_Approval,Cleaned Days_to_DLIC_Approval,Days_to_Bank_Sanction,Cleaned Days_to_Bank_Sanction,Days_to_Disbursement,Cleaned Days_to_Disbursement,Total_TAT_Days,Cleaned Total_TAT_Days,Loan Amount (Mixed Units),Cleaned Loan Amount (Mixed Units),Project Cost (Mixed Units),Project Cost,Applicant_Monthly_Income,Cleaned Applicant_Monthly_Income,Loan_Tenure_Months,Clean Loan_Tenure_Months,Interest_Rate_%,Clean Interest_Rate_%,EMI_Amount,Clean EMI_Amount,EMI_to_Income_Ratio,Clean EMI_to_Income_Ratio,Risk_Score,Clean Risk_Score,Credit_Eligibility_Score,Clean Credit_Eligibility_Score,Repayment_Status,Clean Repayment_Status,Days_Overdue
4303,Pulwama,Female,Female,,NA,None,Na,Existing enterprise,Existing Enterprise,Tourism,Tourism,JKBK033574,,NA,1,1,1,1,1,0,0,,NA,18,18,43,43,44,44,26,26,,NA,,₹0.00,₹3928747,"₹3,928,747.00",28805,28805,12,12,7.26,7.26,,NA,,NA,76,76,0.22,0.22,Delayed,Delayed,0
4304,Udhampur,Female,Female,Urban,Urban,Locomotor,Locomotor,,NA,Agri,Agri,JKBK053447,16/8/2025,Aug 2025,1,1,0,0,0,0,0,31,31,,NA,,NA,48,48,23,23,,NA,,₹0.00,6250490,"₹6,250,490.00",17769,17769,36,36,13.47,13.47,,NA,,NA,60,60,0.55,0.55,ONTIME,On-Time,23
4305,Kulgam,Female,Female,Rural,Rural,Visual,Visual,,NA,Retail,Retail,JKBK080949,,NA,1,1,1,1,1,0,0,9,9,38,38,51,51,111,111,,NA,,NA,3319k INR,"₹3,319,000.00","$57,569","₹5,181,210.00",92283,92283,,NA,12.46,12.46,,NA,,NA,15,15,0.3,0.3,,NA,0
4306,Srinagar,FEMALE,Female,Urban,Urban,Visual,Visual,nano entrepreneur,Nano Entrepreneur,Healthcare,Healthcare,JKBK051814,,NA,1,1,1,0,0,0,0,6,6,87,87,8,8,86,86,22,22,209,209,1820k INR,"₹1,820,000.00",201k INR,"₹201,000.00",8838,8838,24,24,12.43,12.43,,NA,,NA,67,67,0.55,0.55,late,Late,0
4307,Kishtwar,Male,Male,Rural,Rural,,Na,Nano Entrepreneur,Nano Entrepreneur,,NA,JKBK020870,As on Feb 2026,Feb 2026,1,1,1,1,1,0,0,25,25,82,82,57,57,51,51,34,34,249,249,3136k INR,"₹3,136,000.00",,NA,74359,74359,48,48,6.93,6.93,,NA,,NA,83,83,0.02,0.02,Default,Default,0
4308,Kulgam,male,Male,Rural,Rural,Hearing,Hearing,Nano Entrepreneur,Nano Entrepreneur,Retail,Retail,JKBK082830,As on Feb 2026,Feb 2026,1,1,0,1,1,0,0,38,38,30,30,41,41,,NA,37,37,,NA,1821k INR,"₹1,821,000.00",₹4541142,"₹4,541,142.00",68203,68203,18,18,12.25,12.25,,NA,,NA,28,28,0.07,0.07,Delayed,Delayed,0
4309,Poonch,FEMALE,Female,rural,Rural,Locomotor,Locomotor,MSME Sunrise Sector,Msme Sunrise Sector,Manufacturing,Manufacturing,JKBK068857,As on Feb 2026,Feb 2026,1,1,1,1,0,0,0,19,19,29,29,17,17,,NA,5,5,,NA,,₹0.00,5247k INR,"₹5,247,000.00",,NA,60,60,8.72,8.72,,NA,,NA,,NA,0.64,0.64,late,Late,0
4310,Kupwara,,NA,Rural,Rural,,Na,,NA,Services,Services,JKBK077111,19/8/2022,Aug 2022,1,1,0,1,1,0,0,28,28,,NA,30,30,107,107,6,6,,NA,"$11,612","₹1,045,080.00",₹5262303,"₹5,262,303.00",92881,92881,36,36,,NA,,NA,,NA,7,7,0.43,0.43,Default,Default,0
4311,Kishtwar,FEMALE,Female,rural,Rural,None,Na,nano entrepreneur,Nano Entrepreneur,,NA,JKBK066766,6-19-2022,Jun 2022,1,1,0,0,0,0,0,38,38,19,19,39,39,106,106,14,14,216,216,₹4277952,"₹4,277,952.00",₹1770420,"₹1,770,420.00",118395,118395,12,12,8.19,8.19,,NA,,NA,22,22,0.82,0.82,Delayed,Delayed,0
4312,Poonch,Female,Female,urban,Urban,Hearing,Hearing,nano entrepreneur,Nano Entrepreneur,Manufacturing,Manufacturing,JKBK063952,1/8/2024,Jan 2024,1,1,0,1,1,0,0,21,21,34,34,56,56,91,91,44,44,246,246,,₹0.00,₹4308519,"₹4,308,519.00",111042,111042,12,12,12,12,,NA,,NA,79,79,0.37,0.37,late,Late,0
4313,Kathua,FEMALE,Female,Urban,Urban,,Na,nano entrepreneur,Nano Entrepreneur,Services,Services,JKBK048329,2022-01-04,Jan 2022,1,1,0,1,1,0,0,19,19,43,43,17,17,,NA,36,36,,NA,2484284,"₹2,484,284.00",1529050,"₹1,529,050.00",97676,97676,36,36,11.39,11.39,,NA,,NA,46,46,0.75,0.75,late,Late,0
4314,Samba,,NA,,NA,,Na,Existing Enterprise,Existing Enterprise,Tourism,Tourism,JKBK074677,2/3/2026,Feb 2026,1,1,1,0,0,0,0,9,9,,NA,51,51,33,33,45,45,,NA,,₹0.00,5126k INR,"₹5,126,000.00",114327,114327,36,36,9.25,9.25,,NA,,NA,85,85,0.44,0.44,late,Late,35
4315,Srinagar,Female,Female,urban,Urban,Visual,Visual,Existing enterprise,Existing Enterprise,Healthcare,Healthcare,JKBK079413,9-15-2024,Sep 2024,1,1,0,1,1,1,1,27,27,70,70,,NA,,NA,28,28,,NA,2563k INR,"₹2,563,000.00",,NA,46128,46128,,NA,9.37,9.37,,NA,,NA,73,73,0.35,0.35,On-time,NA,0
4316,Bandipora,FEMALE,Female,Urban,Urban,Visual,Visual,Existing enterprise,Existing Enterprise,,NA,JKBK069314,,NA,1,1,1,0,0,0,0,2,2,28,28,5,5,110,110,15,15,160,160,₹863691,"₹863,691.00",2698514,"₹2,698,514.00",44200,44200,60,60,13.42,13.42,,NA,,NA,41,41,0.21,0.21,Default,Default,64
4317,Ramban,FEMALE,Female,Urban,Urban,,Na,Existing Enterprise,Existing Enterprise,Agri,Agri,JKBK021968,As on Feb 2026,Feb 2026,1,1,0,0,0,0,0,,NA,,NA,59,59,86,86,6,6,,NA,4583900,"₹4,583,900.00",5957k INR,"₹5,957,000.00",9506,9506,48,48,13.82,13.82,,NA,,NA,79,79,0.18,0.18,On-time,NA,0
4318,Jammu,,NA,,NA,Multiple,Multiple,Nano Entrepreneur,Nano Entrepreneur,Agri,Agri,JKBK074395,4-25-2026,Apr 2026,1,1,0,0,0,0,0,23,23,28,28,11,11,37,37,13,13,112,112,₹1694302,"₹1,694,302.00",3773k INR,"₹3,773,000.00",12699,12699,36,36,7.65,7.65,,NA,,NA,76,76,0.62,0.62,Default,Default,0
4319,Kishtwar,male,Male,Urban,Urban,Multiple,Multiple,Existing Enterprise,Existing Enterprise,IT,IT,JKBK071310,,NA,1,1,1,1,0,0,0,2,2,64,64,51,51,51,51,40,40,208,208,2288k INR,"₹2,288,000.00",4792978,"₹4,792,978.00",69777,69777,18,18,12.34,12.34,,NA,,NA,52,52,0.84,0.84,Default,Default,0
4320,Jammu,,NA,Urban,Urban,NA,Na,,NA,,NA,JKBK026267,,NA,1,1,0,0,0,0,0,22,22,48,48,22,22,120,120,44,44,256,256,"$40,280","₹3,625,200.00",,NA,41763,41763,48,48,9.38,9.38,,NA,,NA,15,15,0.28,0.28,Delayed,Delayed,0
4321,Reasi,,NA,Rural,Rural,NA,Na,nano entrepreneur,Nano Entrepreneur,Tourism,Tourism,JKBK075473,10-28-2023,Oct 2023,1,1,0,1,1,0,0,20,20,,NA,54,54,,NA,4,4,,NA,,₹0.00,₹2352061,"₹2,352,061.00",20204,20204,18,18,11.63,11.63,,NA,,NA,45,45,0.99,0.99,ONTIME,On-Time,0
4322,Kulgam,FEMALE,Female,Urban,Urban,Visual,Visual,Existing Enterprise,Existing Enterprise,Tourism,Tourism,JKBK061718,23/5/2024,May 2024,1,1,1,1,1,1,1,10,10,69,69,,NA,113,113,8,8,,NA,3788803,"₹3,788,803.00",79k INR,"₹79,000.00",115059,115059,36,36,7.21,7.21,40859,40859,0.355,0.355,41,41,0.34,0.34,Default,Default,0
4323,Jammu,,NA,Rural,Rural,None,Na,Existing enterprise,Existing Enterprise,,NA,JKBK062302,25/8/2024,Aug 2024,1,1,1,0,0,0,0,4,4,6,6,13,13,107,107,7,7,137,137,₹1786511,"₹1,786,511.00",,NA,44259,44259,48,48,10.95,10.95,,NA,,NA,56,56,0.8,0.8,Delayed,Delayed,0
4324,Rajouri,Female,Female,Urban,Urban,Locomotor,Locomotor,Nano Entrepreneur,Nano Entrepreneur,Retail,Retail,JKBK050548,,NA,1,1,0,1,1,0,0,11,11,,NA,7,7,18,18,29,29,,NA,"$48,454","₹4,360,860.00",4824446,"₹4,824,446.00",20932,20932,,NA,13.93,13.93,,NA,,NA,,NA,,NA,late,Late,0
4325,Pulwama,Male,Male,Rural,Rural,None,Na,MSME Sunrise Sector,Msme Sunrise Sector,Agri,Agri,JKBK060718,As on Feb 2026,Feb 2026,1,1,0,0,0,0,0,9,9,77,77,8,8,59,59,15,15,168,168,₹1242855,"₹1,242,855.00","$38,624","₹3,476,160.00",117933,117933,48,48,11.57,11.57,,NA,,NA,35,35,0.15,0.15,Delayed,Delayed,0
4326,Bandipora,,NA,,NA,Hearing,Hearing,Existing Enterprise,Existing Enterprise,Tourism,Tourism,JKBK082933,As on Feb 2026,Feb 2026,1,1,0,1,1,1,0,6,6,54,54,49,49,20,20,,NA,,NA,1885151,"₹1,885,151.00",538k INR,"₹538,000.00",61757,61757,12,12,7.21,7.21,20290,20290,0.329,0.329,88,88,0.12,0.12,On-time,NA,6
4327,Shopian,,NA,rural,Rural,None,Na,,NA,Healthcare,Healthcare,JKBK062215,12-13-2024,Dec 2024,1,1,0,1,1,0,0,34,34,69,69,39,39,68,68,2,2,212,212,1097k INR,"₹1,097,000.00",866k INR,"₹866,000.00",31288,31288,,NA,6.51,6.51,,NA,,NA,9,9,0.17,0.17,Delayed,Delayed,0
4328,Srinagar,Female,Female,urban,Urban,Hearing,Hearing,Existing enterprise,Existing Enterprise,Services,Services,JKBK099411,2021-06-14,Jun 2021,1,1,0,0,0,0,0,26,26,,NA,12,12,67,67,43,43,,NA,3521k INR,"₹3,521,000.00",₹2025027,"₹2,025,027.00",82477,82477,36,36,13.22,13.22,,NA,,NA,90,90,0.7,0.7,On-time,NA,0
4329,Kishtwar,Female,Female,rural,Rural,Locomotor,Locomotor,,NA,IT,IT,JKBK029049,As on Feb 2026,Feb 2026,1,1,1,1,0,0,0,26,26,61,61,30,30,64,64,,NA,,NA,1060322,"₹1,060,322.00",₹4827884,"₹4,827,884.00",49191,49191,24,24,9.64,9.64,,NA,,NA,46,46,0.56,0.56,On-time,NA,0
4330,Doda,FEMALE,Female,urban,Urban,Locomotor,Locomotor,Existing Enterprise,Existing Enterprise,,NA,JKBK017267,As on Feb 2026,Feb 2026,1,0,0,1,1,0,0,35,35,68,68,51,51,31,31,39,39,224,224,3569457,"₹3,569,457.00","$52,811","₹4,752,990.00",90916,90916,18,18,11.15,11.15,,NA,,NA,87,87,0.8,0.8,Default,Default,62
4331,Shopian,Other,Other,Rural,Rural,Visual,Visual,,NA,Manufacturing,Manufacturing,JKBK056686,7-18-2025,Jul 2025,1,1,1,1,1,0,0,26,26,66,66,26,26,90,90,12,12,220,220,,₹0.00,6430409,"₹6,430,409.00",97580,97580,48,48,8.5,8.5,,NA,,NA,11,11,0.53,0.53,,NA,0
4332,Shopian,Other,Other,,NA,Locomotor,Locomotor,nano entrepreneur,Nano Entrepreneur,Healthcare,Healthcare,JKBK023004,2021-10-26,Oct 2021,1,0,1,0,0,0,0,30,30,80,80,14,14,53,53,43,43,220,220,₹699709,"₹699,709.00",2662k INR,"₹2,662,000.00",116859,116859,24,24,12.47,12.47,,NA,,NA,37,37,0.53,0.53,ONTIME,On-Time,0
4333,Samba,Other,Other,Rural,Rural,,Na,nano entrepreneur,Nano Entrepreneur,Agri,Agri,JKBK065566,8-2-2026,Aug 2026,1,1,0,0,0,0,0,20,20,37,37,26,26,107,107,32,32,222,222,2938265,"₹2,938,265.00","$1,475","₹132,750.00",,NA,12,12,8.28,8.28,,NA,,NA,79,79,0.43,0.43,ONTIME,On-Time,0
4334,Samba,Female,Female,urban,Urban,Multiple,Multiple,MSME Sunrise Sector,Msme Sunrise Sector,Tourism,Tourism,JKBK019317,8-11-2023,Aug 2023,1,1,1,1,0,0,0,,NA,,NA,31,31,51,51,6,6,,NA,2173k INR,"₹2,173,000.00",5892k INR,"₹5,892,000.00",86187,86187,36,36,7.3,7.3,,NA,,NA,81,81,,NA,On-time,NA,145
4335,Pulwama,,NA,,NA,Hearing,Hearing,Existing enterprise,Existing Enterprise,Services,Services,JKBK069483,,NA,1,1,1,1,1,1,0,34,34,18,18,18,18,105,105,39,39,214,214,485k INR,"₹485,000.00",6095946,"₹6,095,946.00",66391,66391,36,36,13.96,13.96,23012,23012,0.347,0.347,10,10,0.52,0.52,Default,Default,28
4336,Jammu,Female,Female,,NA,None,Na,MSME Sunrise Sector,Msme Sunrise Sector,Healthcare,Healthcare,JKBK049320,8/12/2024,Aug 2024,1,1,0,1,1,1,0,28,28,66,66,6,6,21,21,39,39,160,160,4862k INR,"₹4,862,000.00",1136332,"₹1,136,332.00",103160,103160,48,48,10.66,10.66,19811,19811,0.192,0.192,79,79,0.22,0.22,,NA,0
4337,Kishtwar,FEMALE,Female,urban,Urban,NA,Na,Existing enterprise,Existing Enterprise,Agri,Agri,JKBK029311,As on Feb 2026,Feb 2026,1,1,0,1,1,1,1,32,32,86,86,43,43,40,40,10,10,211,211,₹4320922,"₹4,320,922.00",6044k INR,"₹6,044,000.00",21844,21844,,NA,7.44,7.44,,NA,,NA,61,61,0.33,0.33,,NA,0
4338,Rajouri,Male,Male,Urban,Urban,NA,Na,Existing enterprise,Existing Enterprise,IT,IT,JKBK089681,7-5-2023,Jul 2023,1,1,0,1,1,0,0,14,14,54,54,22,22,,NA,3,3,,NA,"$42,979","₹3,868,110.00",5287537,"₹5,287,537.00",37537,37537,24,24,12.76,12.76,,NA,,NA,65,65,0.67,0.67,Default,Default,0
4339,Jammu,FEMALE,Female,,NA,Locomotor,Locomotor,nano entrepreneur,Nano Entrepreneur,Healthcare,Healthcare,JKBK025283,11-5-2025,Nov 2025,1,1,0,1,1,0,0,,NA,13,13,55,55,38,38,30,30,,NA,"$27,299","₹2,456,910.00",4163k INR,"₹4,163,000.00",98263,98263,18,18,9.41,9.41,,NA,,NA,50,50,0.27,0.27,Default,Default,0
4340,Srinagar,male,Male,,NA,NA,Na,Existing Enterprise,Existing Enterprise,Services,Services,JKBK033759,,NA,1,1,1,1,1,1,1,,NA,52,52,36,36,48,48,28,28,,NA,3432k INR,"₹3,432,000.00",6205657,"₹6,205,657.00",34921,34921,18,18,12,12,14415,14415,0.413,0.413,31,31,0.4,0.4,Default,Default,0
4341,Poonch,Male,Male,Rural,Rural,None,Na,Existing enterprise,Existing Enterprise,Healthcare,Healthcare,JKBK028441,2026-08-22,Aug 2026,1,1,1,1,1,1,1,6,6,77,77,28,28,84,84,26,26,221,221,"$39,643","₹3,567,870.00",,NA,82955,82955,18,18,12.36,12.36,15478,15478,0.187,0.187,21,21,0.72,0.72,Delayed,Delayed,0
4342,Ganderbal,male,Male,Rural,Rural,None,Na,MSME Sunrise Sector,Msme Sunrise Sector,Agri,Agri,JKBK039783,,NA,1,1,1,1,0,0,0,36,36,57,57,51,51,46,46,37,37,227,227,,₹0.00,,NA,,NA,18,18,11.77,11.77,,NA,,NA,3,3,0.94,0.94,Delayed,Delayed,0
4343,Shopian,Male,Male,rural,Rural,NA,Na,MSME Sunrise Sector,Msme Sunrise Sector,Agri,Agri,JKBK086231,,NA,1,1,0,1,1,0,0,6,6,35,35,24,24,82,82,45,45,192,192,₹87397,"₹87,397.00",,NA,95936,95936,,NA,9.93,9.93,,NA,,NA,29,29,0.25,0.25,ONTIME,On-Time,0
4344,Kulgam,Other,Other,,NA,Visual,Visual,Existing enterprise,Existing Enterprise,Tourism,Tourism,JKBK063696,2026-11-23,Nov 2026,1,1,0,1,1,1,1,23,23,16,16,39,39,64,64,18,18,160,160,3183k INR,"₹3,183,000.00","$32,418","₹2,917,620.00",,NA,48,48,9.94,9.94,,NA,,NA,4,4,0.39,0.39,Delayed,Delayed,0
4345,Rajouri,FEMALE,Female,Urban,Urban,Locomotor,Locomotor,Existing Enterprise,Existing Enterprise,IT,IT,JKBK038182,As on Feb 2026,Feb 2026,1,1,0,1,1,0,0,23,23,,NA,41,41,53,53,30,30,,NA,115569,"₹115,569.00","$38,676","₹3,480,840.00",19988,19988,60,60,9.59,9.59,,NA,,NA,39,39,0.86,0.86,On-time,NA,0
4346,Kathua,FEMALE,Female,rural,Rural,Hearing,Hearing,MSME Sunrise Sector,Msme Sunrise Sector,Agri,Agri,JKBK014688,2022-08-11,Aug 2022,1,1,0,1,1,0,0,31,31,79,79,41,41,84,84,35,35,270,270,₹1572329,"₹1,572,329.00",₹109769,"₹109,769.00",46504,46504,,NA,12.35,12.35,,NA,,NA,68,68,0.58,0.58,On-time,NA,0
4347,Kulgam,FEMALE,Female,Urban,Urban,Visual,Visual,Existing enterprise,Existing Enterprise,Services,Services,JKBK063007,,NA,1,1,0,0,0,0,0,,NA,15,15,,NA,71,71,32,32,,NA,,₹0.00,"$11,468","₹1,032,120.00",75249,75249,18,18,14.41,14.41,,NA,,NA,37,37,0.41,0.41,Delayed,Delayed,0
4348,Jammu,Female,Female,Rural,Rural,NA,Na,Existing Enterprise,Existing Enterprise,Services,Services,JKBK069314,,NA,1,0,1,1,1,0,0,21,21,46,46,17,17,42,42,2,2,128,128,,₹0.00,,NA,88029,88029,12,12,12.98,12.98,,NA,,NA,,NA,0.69,0.69,,NA,52
4349,Poonch,male,Male,Urban,Urban,,Na,Existing Enterprise,Existing Enterprise,Agri,Agri,JKBK088041,As on Feb 2026,Feb 2026,1,1,0,0,0,0,0,30,30,44,44,4,4,58,58,8,8,144,144,₹1655344,"₹1,655,344.00",₹732285,"₹732,285.00",108066,108066,12,12,6.82,6.82,,NA,,NA,50,50,0.46,0.46,Delayed,Delayed,0
4350,Kathua,male,Male,,NA,,Na,Existing Enterprise,Existing Enterprise,Tourism,Tourism,JKBK021968,6/3/2025,Jun 2025,1,1,0,1,1,1,1,7,7,,NA,,NA,71,71,2,2,,NA,"$16,227","₹1,460,430.00",,NA,42173,42173,36,36,10.7,10.7,11530,11530,0.273,0.273,42,42,0.21,0.21,ONTIME,On-Time,0
4351,Kulgam,male,Male,,NA,NA,Na,,NA,Retail,Retail,JKBK091592,,NA,1,1,0,1,0,0,0,12,12,11,11,47,47,37,37,,NA,,NA,4819653,"₹4,819,653.00","$41,642","₹3,747,780.00",40348,40348,18,18,9.95,9.95,,NA,,NA,13,13,0.5,0.5,Default,Default,0
4352,Poonch,Other,Other,urban,Urban,Hearing,Hearing,,NA,Manufacturing,Manufacturing,JKBK086027,As on Feb 2026,Feb 2026,1,1,1,0,0,0,0,23,23,41,41,51,51,,NA,26,26,,NA,₹4985628,"₹4,985,628.00",₹737566,"₹737,566.00",102032,102032,24,24,13.12,13.12,,NA,,NA,96,96,0.25,0.25,,NA,160
4353,Shopian,,NA,Rural,Rural,,Na,Existing enterprise,Existing Enterprise,Retail,Retail,JKBK091679,10/1/2026,Oct 2026,1,1,1,1,1,0,0,27,27,58,58,50,50,37,37,36,36,208,208,"$10,502","₹945,180.00","$34,805","₹3,132,450.00",114612,114612,18,18,7.93,7.93,,NA,,NA,,NA,0.79,0.79,On-time,NA,0
4354,Kathua,,NA,,NA,Hearing,Hearing,MSME Sunrise Sector,Msme Sunrise Sector,Manufacturing,Manufacturing,JKBK074395,As on Feb 2026,Feb 2026,1,1,0,1,1,1,1,32,32,40,40,24,24,22,22,43,43,161,161,5505525,"₹5,505,525.00",3889488,"₹3,889,488.00",77260,77260,24,24,10.23,10.23,29249,29249,0.379,0.379,91,91,0.22,0.22,On-time,NA,0
4355,Bandipora,male,Male,,NA,,Na,Existing enterprise,Existing Enterprise,Agri,Agri,JKBK010129,As on Feb 2026,Feb 2026,1,1,0,1,1,0,0,7,7,55,55,43,43,79,79,40,40,224,224,₹835973,"₹835,973.00",3746k INR,"₹3,746,000.00",55130,55130,18,18,12.16,12.16,,NA,,NA,89,89,0.14,0.14,late,Late,153
4356,Kulgam,male,Male,Rural,Rural,Locomotor,Locomotor,,NA,IT,IT,JKBK030255,2023-11-24,Nov 2023,1,1,0,1,1,0,0,39,39,51,51,55,55,106,106,,NA,,NA,"$45,380","₹4,084,200.00",,NA,15398,15398,36,36,11.75,11.75,,NA,,NA,57,57,0.87,0.87,On-time,NA,49
4357,Srinagar,Other,Other,rural,Rural,Locomotor,Locomotor,Existing Enterprise,Existing Enterprise,Tourism,Tourism,JKBK019294,,NA,1,1,0,1,1,0,0,33,33,16,16,28,28,118,118,9,9,204,204,₹1072576,"₹1,072,576.00",3839k INR,"₹3,839,000.00",40656,40656,12,12,12.17,12.17,,NA,,NA,60,60,0.69,0.69,Default,Default,0
4358,Anantnag,male,Male,urban,Urban,NA,Na,Nano Entrepreneur,Nano Entrepreneur,Services,Services,JKBK066152,12-24-2026,Dec 2026,1,1,0,0,0,0,0,39,39,14,14,56,56,88,88,36,36,233,233,₹1677907,"₹1,677,907.00",,NA,32961,32961,,NA,8.59,8.59,,NA,,NA,16,16,0.67,0.67,Delayed,Delayed,0
4359,Bandipora,male,Male,urban,Urban,Hearing,Hearing,nano entrepreneur,Nano Entrepreneur,Tourism,Tourism,JKBK086267,,NA,1,1,1,1,1,0,0,15,15,60,60,21,21,114,114,44,44,254,254,,₹0.00,3597k INR,"₹3,597,000.00",52996,52996,,NA,7.47,7.47,,NA,,NA,64,64,0.86,0.86,,NA,0
4360,Ganderbal,Male,Male,,NA,Locomotor,Locomotor,Existing Enterprise,Existing Enterprise,Services,Services,JKBK023744,2022-12-12,Dec 2022,1,1,1,1,1,0,0,1,1,82,82,18,18,,NA,15,15,,NA,"$25,544","₹2,298,960.00",,NA,51065,51065,48,48,14.42,14.42,,NA,,NA,50,50,0.47,0.47,Default,Default,0
4361,Pulwama,Female,Female,Rural,Rural,,Na,,NA,Agri,Agri,JKBK067956,As on Feb 2026,Feb 2026,1,1,0,1,1,1,1,36,36,11,11,31,31,109,109,,NA,,NA,3740k INR,"₹3,740,000.00","$49,567","₹4,461,030.00",20652,20652,48,48,,NA,,NA,,NA,11,11,0.39,0.39,Delayed,Delayed,0
4362,Reasi,Female,Female,Rural,Rural,NA,Na,MSME Sunrise Sector,Msme Sunrise Sector,Healthcare,Healthcare,JKBK027983,3-16-2022,Mar 2022,1,1,0,1,1,0,0,21,21,40,40,33,33,47,47,41,41,182,182,937k INR,"₹937,000.00",2458k INR,"₹2,458,000.00",,NA,18,18,8.74,8.74,,NA,,NA,29,29,0.79,0.79,On-time,NA,0
4363,Baramulla,Male,Male,,NA,Visual,Visual,MSME Sunrise Sector,Msme Sunrise Sector,,NA,JKBK085326,11-21-2023,Nov 2023,1,1,0,1,1,0,0,29,29,56,56,42,42,41,41,20,20,188,188,558921,"₹558,921.00",6837820,"₹6,837,820.00",96140,96140,60,60,9.19,9.19,,NA,,NA,88,88,0.58,0.58,ONTIME,On-Time,0
4364,Bandipora,FEMALE,Female,Rural,Rural,Locomotor,Locomotor,,NA,Healthcare,Healthcare,JKBK044255,2022-05-20,May 2022,1,1,1,0,0,0,0,11,11,81,81,15,15,104,104,42,42,253,253,₹4521010,"₹4,521,010.00",,NA,42004,42004,36,36,8.9,8.9,,NA,,NA,25,25,0.04,0.04,,NA,109
4365,Udhampur,Female,Female,Rural,Rural,Multiple,Multiple,Existing enterprise,Existing Enterprise,Tourism,Tourism,JKBK073365,2023-03-13,Mar 2023,1,1,0,1,1,0,0,32,32,57,57,9,9,104,104,2,2,204,204,₹4626043,"₹4,626,043.00",6895131,"₹6,895,131.00",65662,65662,48,48,11.06,11.06,,NA,,NA,,NA,0.96,0.96,,NA,0
4366,Shopian,,NA,Urban,Urban,,Na,Nano Entrepreneur,Nano Entrepreneur,Services,Services,JKBK065431,As on Feb 2026,Feb 2026,1,0,1,0,0,0,0,5,5,43,43,60,60,,NA,43,43,,NA,₹4238095,"₹4,238,095.00",,NA,100171,100171,12,12,10.61,10.61,,NA,,NA,10,10,0.24,0.24,,NA,0
4367,Doda,FEMALE,Female,,NA,Multiple,Multiple,,NA,Healthcare,Healthcare,JKBK061541,9-8-2026,Sep 2026,1,1,0,0,0,0,0,21,21,23,23,10,10,85,85,21,21,160,160,1503k INR,"₹1,503,000.00",,NA,78389,78389,18,18,6.58,6.58,,NA,,NA,17,17,0.29,0.29,ONTIME,On-Time,0
4368,Doda,Male,Male,Urban,Urban,,Na,nano entrepreneur,Nano Entrepreneur,Healthcare,Healthcare,JKBK021734,,NA,1,1,0,0,0,0,0,27,27,,NA,49,49,89,89,16,16,,NA,611556,"₹611,556.00",59679,"₹59,679.00",74149,74149,36,36,14.09,14.09,,NA,,NA,37,37,0.16,0.16,ONTIME,On-Time,0
4369,Jammu,Male,Male,rural,Rural,None,Na,Existing Enterprise,Existing Enterprise,,NA,JKBK066239,,NA,1,1,1,1,1,1,1,9,9,51,51,28,28,,NA,,NA,,NA,"$35,298","₹3,176,820.00",5319668,"₹5,319,668.00",109597,109597,60,60,14.5,14.5,38838,38838,0.354,0.354,,NA,0.3,0.3,On-time,NA,0
4370,Shopian,Male,Male,,NA,Locomotor,Locomotor,Existing enterprise,Existing Enterprise,Services,Services,JKBK038182,18/1/2023,Jan 2023,1,1,0,1,1,1,1,17,17,7,7,23,23,89,89,8,8,144,144,₹1154455,"₹1,154,455.00",₹3910540,"₹3,910,540.00",21425,21425,60,60,6.68,6.68,9229,9229,0.431,0.431,63,63,0.53,0.53,,NA,90
4371,Reasi,male,Male,Urban,Urban,,Na,Nano Entrepreneur,Nano Entrepreneur,Retail,Retail,JKBK031300,As on Feb 2026,Feb 2026,1,1,1,1,1,1,0,19,19,74,74,29,29,55,55,,NA,,NA,,₹0.00,5152k INR,"₹5,152,000.00",20582,20582,60,60,9.39,9.39,5775,5775,0.281,0.281,91,91,0.16,0.16,,NA,0
4372,Kishtwar,,NA,rural,Rural,Locomotor,Locomotor,Existing enterprise,Existing Enterprise,Retail,Retail,JKBK083305,2022-07-15,Jul 2022,1,1,0,1,1,1,1,18,18,64,64,,NA,99,99,21,21,,NA,2136k INR,"₹2,136,000.00",₹2504056,"₹2,504,056.00",64872,64872,36,36,8.58,8.58,10717,10717,0.165,0.165,35,35,,NA,Delayed,Delayed,0
4373,Kupwara,Female,Female,,NA,Visual,Visual,MSME Sunrise Sector,Msme Sunrise Sector,,NA,JKBK017305,17/6/2025,Jun 2025,1,1,1,0,0,0,0,23,23,69,69,39,39,45,45,20,20,196,196,"$18,196","₹1,637,640.00","$50,954","₹4,585,860.00",87347,87347,,NA,7.88,7.88,,NA,,NA,33,33,,NA,Delayed,Delayed,0
